actor_loss,frame,step,total_time
5.163450717926025,0,0.0,0.9593353271484375
2.690016489217777,100,100.0,2.0643014907836914
0.2588143401806898,200,200.0,3.111243486404419
0.15085154261882647,300,300.0,4.2499189376831055
0.094075504865608,400,400.0,5.289166450500488
0.05290264000950178,500,500.0,7.262651681900024
0.004176119169552285,600,600.0,8.54868459701538
-0.015817151409527747,700,700.0,9.633726358413696
-0.0734138681442652,800,800.0,10.70613718032837
-0.08952241257699851,900,900.0,11.9890718460083
-0.11363665220595084,1000,1000.0,14.41040825843811
-0.13957345378723476,1100,1100.0,15.757223844528198
-0.15676400111527136,1200,1200.0,17.07570791244507
-0.16251608248025473,1300,1300.0,18.40078091621399
-0.18132128044594042,1400,1400.0,19.80443501472473
-0.21024518076441076,1500,1500.0,23.18008017539978
-0.2149426075122734,1600,1600.0,25.062524795532227
-0.24395640371459545,1700,1700.0,26.64922785758972
-0.23729536927646339,1800,1800.0,28.243693590164185
-0.24353564818306725,1900,1900.0,29.693851709365845
-0.2730805723383875,2000,2000.0,32.97905683517456
-0.28161314483916405,2100,2100.0,34.5327730178833
-0.28539450466632843,2200,2200.0,36.410401582717896
-0.29697593692505714,2300,2300.0,38.20034670829773
-0.31728673718943456,2400,2400.0,39.712008237838745
-0.3049042810602943,2500,2500.0,42.34112310409546
-0.32051493271742715,2600,2600.0,43.98021340370178
-0.2888767762054311,2700,2700.0,45.55179452896118
-0.30263743188121534,2800,2800.0,47.13779592514038
-0.3256229646135085,2900,2900.0,48.719995975494385
-0.31561489801595705,3000,3000.0,51.328702211380005
-0.34722020513940566,3100,3100.0,52.920231342315674
-0.35295451897205693,3200,3200.0,54.660295724868774
-0.35552174988949653,3300,3300.0,56.58820676803589
-0.3554431698699989,3400,3400.0,58.503658056259155
-0.34245319258753615,3500,3500.0,61.30810022354126
-0.36579022490152036,3600,3600.0,62.89807748794556
-0.37535703742858206,3700,3700.0,64.52265310287476
-0.3516551322571122,3800,3800.0,66.94873762130737
-0.3524331723404403,3900,3900.0,69.9680106639862
-0.36112548912515735,4000,4000.0,74.92867422103882
-0.35824356512120453,4100,4100.0,77.96845173835754
-0.36893109873969954,4200,4200.0,81.68096566200256
-0.37655885473336326,4300,4300.0,86.5828447341919
-0.3509708418704496,4400,4400.0,89.8097596168518
-0.35143427159821633,4500,4500.0,96.33160662651062
-0.3561135593912389,4600,4600.0,103.14467358589172
-0.3568689964047753,4700,4700.0,107.88991689682007
-0.3933224365262702,4800,4800.0,112.4841616153717
-0.39019670138264645,4900,4900.0,116.78143882751465
-0.37026182200649,5000,5000.0,122.47394132614136
-0.39408413933055236,5100,5100.0,125.07252502441406
-0.4016198725393503,5200,5200.0,127.54203701019287
-0.38097814625442616,5300,5300.0,129.79990482330322
-0.3858097676593478,5400,5400.0,132.04060554504395
-0.39552867884683135,5500,5500.0,135.3278329372406
-0.4037650525569916,5600,5600.0,137.110267162323
-0.4056666664557882,5700,5700.0,138.73674821853638
-0.3910110111873929,5800,5800.0,140.40198493003845
-0.40083833879763536,5900,5900.0,142.38793802261353
-0.39042864607112243,6000,6000.0,145.87890195846558
