actor_ent,actor_logprob,actor_loss,batch_reward,buffer_size,critic_loss,critic_target_q,episode,episode_length,episode_reward,fps,frame,step,total_time
0.4299314022064209,-0.41838549137115477,0.017160387848271057,-2.3314728355407714,550.0,5.341131629943848,0.00017475869564805179,11.0,50.0,-39.414033373095215,6.190235680346883,550,550.0,8.077236890792847
0.4299314022064209,-0.432791428565979,0.052722296118736266,-2.3269415855407716,600.0,5.135086612701416,-0.007012719628401101,12.0,50.0,-36.733757764315435,27.58271287687888,600,600.0,9.889966487884521
0.4299314022064209,-0.4193738079071045,0.08885478585958481,-2.319760980606079,650.0,4.95530445098877,-0.020546301007270812,13.0,50.0,-36.092040890757744,29.339356908882788,650,650.0,11.594161987304688
0.4299314022064209,-0.4296017861366272,0.12601565301418305,-2.309688768386841,700.0,4.7812277030944825,-0.03801727846264839,14.0,50.0,-36.64220303552194,27.799433340942166,700,700.0,13.392759799957275
0.4299314022064209,-0.41295437335968016,0.16539190649986268,-2.3002088832855225,750.0,4.628922233581543,-0.06069520652294159,15.0,50.0,-37.56802064489531,28.409683735219264,750,750.0,15.15272307395935
0.4299314022064209,-0.4430039167404175,0.2083735293149948,-2.288072986602783,800.0,4.476101970672607,-0.08695986956357955,16.0,50.0,-34.93873505626198,29.077175101371047,800,800.0,16.87228488922119
0.4299314022064209,-0.42637531518936156,0.2547278559207916,-2.281796360015869,850.0,4.362087459564209,-0.11820560693740845,17.0,50.0,-45.802615005687656,25.222700179997886,850,850.0,18.854626178741455
0.4299314022064209,-0.4229324913024902,0.3016926062107086,-2.2879696178436277,900.0,4.318701114654541,-0.1518077552318573,18.0,50.0,-38.44044942349613,25.749622532000213,900,900.0,20.79640221595764
0.4299314022064209,-0.4308694016933441,0.34762593150138854,-2.3050016498565675,950.0,4.336545829772949,-0.18634483575820923,19.0,50.0,-33.63990314384526,25.714232464336195,950,950.0,22.740850687026978
0.4299314022064209,-0.42276042580604556,0.39901676654815676,-2.289879388809204,1000.0,4.225198783874512,-0.22762814462184905,20.0,50.0,-41.541187651938856,25.749976640066834,1000,1000.0,24.682600021362305
0.4299314022064209,-0.4208519685268402,0.44854351282119753,-2.29276273727417,1050.0,4.206801595687867,-0.2697567117214203,21.0,50.0,-37.65362490679259,17.3699538640418,1050,1050.0,27.561133861541748
0.4299314022064209,-0.4184242832660675,0.4973236775398254,-2.2923655700683594,1100.0,4.188447570800781,-0.312320294380188,22.0,50.0,-35.70285741305784,25.54629104362252,1100,1100.0,29.518365144729614
0.4299314022064209,-0.43672449469566343,0.5455878686904907,-2.2870629405975342,1150.0,4.168464393615722,-0.3583506429195404,23.0,50.0,-44.00013791828501,24.015595149086874,1150,1150.0,31.600345611572266
0.4299314022064209,-0.4207206189632416,0.5889667701721192,-2.2936597442626954,1200.0,4.219886150360107,-0.4029754030704498,24.0,50.0,-43.53168922326208,23.52526252828548,1200,1200.0,33.72572040557861
0.4299314022064209,-0.4244364547729492,0.62953284740448,-2.3089073944091796,1250.0,4.318024034500122,-0.44745094418525694,25.0,50.0,-46.882596844064295,26.074088809593377,1250,1250.0,35.643332958221436
0.4299314022064209,-0.4198897886276245,0.6671404910087585,-2.3202486419677735,1300.0,4.419709091186523,-0.49164888381958005,26.0,50.0,-40.53887181819964,29.03881295388896,1300,1300.0,37.365166425704956
0.4299314022064209,-0.43322942972183226,0.7013810253143311,-2.3360494804382324,1350.0,4.538131523132324,-0.5335660433769226,27.0,50.0,-42.104248255097524,29.668058715014883,1350,1350.0,39.05048060417175
0.4299314022064209,-0.439493864774704,0.7360569906234741,-2.3314564418792725,1400.0,4.573353614807129,-0.5776296401023865,28.0,50.0,-45.070096283434005,29.85075561632503,1400,1400.0,40.72548007965088
0.4299314022064209,-0.4204378652572632,0.7630226063728333,-2.344980421066284,1450.0,4.694597663879395,-0.6165512800216675,29.0,50.0,-47.92524237860448,29.813373563069693,1450,1450.0,42.40257978439331
0.4299314022064209,-0.4301957952976227,0.7873637986183166,-2.3598812580108643,1500.0,4.824443054199219,-0.6527951717376709,30.0,50.0,-42.459554684126445,25.85840411820417,1500,1500.0,44.33618712425232
0.4299314022064209,-0.4341794431209564,0.8081503558158875,-2.3753679370880127,1550.0,4.9554377365112305,-0.6854710793495178,31.0,50.0,-35.653173026240005,17.827728447864008,1550,1550.0,47.140806913375854
