actor_ent,actor_logprob,actor_loss,batch_reward,buffer_size,critic_loss,critic_target_q,episode,episode_length,episode_reward,fps,frame,step,total_time
0.4299314022064209,-0.41716311931610106,0.03737416367046535,-2.3533929920196535,550.0,5.384323711395264,0.005232125822221861,11.0,50.0,-39.19655846519243,3.824850240700059,550,550.0,13.072407245635986
0.4299314022064209,-0.4264686357975006,0.13323831230401992,-2.3434669589996338,600.0,4.974961051940918,-0.012398045011796057,12.0,50.0,-37.074094038459506,29.71483337166085,600,600.0,14.75506854057312
0.4299314022064209,-0.4261812579631805,0.26730156660079957,-2.3409808921813964,650.0,4.51504846572876,-0.04545769691467285,13.0,50.0,-37.31367360295208,28.257776321349418,650,650.0,16.524492979049683
0.4299314022064209,-0.41547014713287356,0.47376415491104124,-2.328001146316528,700.0,3.8521190547943114,-0.09843005865812302,14.0,50.0,-33.94143855448423,30.067984276315215,700,700.0,18.18739128112793
0.4299314022064209,-0.42420693635940554,0.7679506564140319,-2.318068084716797,750.0,3.0440514278411865,-0.17970044553279876,15.0,50.0,-35.82900389526376,26.98746608634308,750,750.0,20.04010319709778
0.4299314022064209,-0.4296042287349701,1.163715968132019,-2.290782833099365,800.0,2.1205065393447877,-0.3011816871166229,16.0,50.0,-35.41566484421796,25.162425059622947,800,800.0,22.027193069458008
0.4299314022064209,-0.4164231765270233,1.6333516359329223,-2.2888288497924805,850.0,1.3619773387908936,-0.4689321756362915,17.0,50.0,-46.332962224272784,25.479683763789712,850,850.0,23.989540815353394
0.4299314022064209,-0.4232082688808441,2.15283579826355,-2.292761354446411,900.0,0.8216581547260284,-0.6877539229393005,18.0,50.0,-38.53299200879537,25.152574629788013,900,900.0,25.97740888595581
0.4299314022064209,-0.43987481355667113,2.662781810760498,-2.3092932510375976,950.0,0.5389106070995331,-0.9568015360832214,19.0,50.0,-37.64775619350062,26.086624452603093,950,950.0,27.894099950790405
0.4299314022064209,-0.42454769134521486,3.151000623703003,-2.2997114562988283,1000.0,0.3622371107339859,-1.2769403314590455,20.0,50.0,-41.87213238936437,26.280923587831698,1000,1000.0,29.7966206073761
