actor_ent,actor_logprob,actor_loss,batch_reward,bc_loss,buffer_size,critic_loss,critic_target_q,episode,episode_length,episode_reward,fps,frame,step,total_time
0.0,0.0,-0.4037650525569916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5600,5600.0,193.53217554092407
0.0,0.0,-0.4056666664557882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700,5700.0,195.05183506011963
0.0,0.0,-0.3910110111873929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5800,5800.0,196.67887353897095
0.0,0.0,-0.40083833879763536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5900,5900.0,198.67485570907593
0.0,0.0,-0.39042864607112243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000,6000.0,202.88160634040833
0.4299314022064209,-0.30426896989345553,0.08267940610647201,-2.227654552459717,0.0263871771544218,550.0,4.820809555053711,0.009840448494069278,11.0,50.0,-34.646435946068316,1.2807737956233738,550,550.0,241.92050623893738
0.4299314022064209,-0.3354403436183929,0.15558135509490967,-2.209375581741333,-0.03909253406524658,600.0,4.257001123428345,-0.017401475469814614,12.0,50.0,-38.2669216639806,17.605359431813728,600,600.0,244.7605504989624
0.4299314022064209,-0.34054367542266845,0.31629810750484466,-2.212531633377075,-0.04122675752639769,650.0,3.7153729438781737,-0.06250151455402374,13.0,50.0,-45.326363797895524,20.798169338381523,650,650.0,247.16460824012756
0.4299314022064209,-0.3769609308242798,0.5232829797267914,-2.2351304721832275,-0.04087114548683166,700.0,3.091791582107544,-0.11933691322803497,14.0,50.0,-39.671650140668895,13.172046809697065,700,700.0,250.9605255126953
0.4299314022064209,-0.4181068825721741,0.7672269272804261,-2.258104372024536,-0.04143272471427917,750.0,2.3616405534744263,-0.19248949229717255,15.0,50.0,-46.02606397572537,9.751055962354817,750,750.0,256.08817529678345
0.4299314022064209,-0.40576576232910155,1.067227475643158,-2.2740029811859133,-0.041415619492530815,800.0,1.6199918174743653,-0.2934917062520981,16.0,50.0,-39.638721032496186,8.740457202392019,800,800.0,261.8086998462677
0.4299314022064209,-0.42903645515441896,1.4262139081954956,-2.2927809524536134,-0.041980388402938836,850.0,1.0915128755569459,-0.43812092781066897,17.0,50.0,-36.58363022631881,10.848879033006085,850,850.0,266.41747093200684
0.4299314022064209,-0.44256119966506957,1.829318127632141,-2.2895340156555175,-0.040218618750572206,900.0,0.7181961274147034,-0.6315922212600708,18.0,50.0,-47.10621739993186,9.70666834033232,900,900.0,271.56856894493103
0.4299314022064209,-0.4276004636287689,2.1783687353134153,-2.3000556564331056,-0.04106705641746521,950.0,0.581050181388855,-0.855480182170868,19.0,50.0,-30.399058289851762,9.46370537184522,950,950.0,276.8519117832184
0.4299314022064209,-0.4405069327354431,2.504845209121704,-2.29770565032959,-0.04007555341720582,1000.0,0.5407165801525116,-1.1102433896064758,20.0,50.0,-41.91940725827,12.544082044911617,1000,1000.0,280.8378551006317
0.4299314022064209,-0.4445478141307831,2.788022699356079,-2.295502529144287,-0.038844940304756166,1050.0,0.5165789997577668,-1.3826095485687255,21.0,50.0,-37.81197051504888,9.96810674693049,1050,1050.0,285.85385274887085
0.4299314022064209,-0.4184960973262787,3.0892148876190184,-2.2900996589660645,-0.04010525488853455,1100.0,0.512383029460907,-1.6709523010253906,22.0,50.0,-35.628990873887595,20.660836798805324,1100,1100.0,288.2738902568817
0.4299314022064209,-0.42669393301010133,3.398654842376709,-2.2781477546691895,-0.04150927102565766,1150.0,0.4971213698387146,-1.9675273132324218,23.0,50.0,-32.86518710913749,21.364598705747568,1150,1150.0,290.61421036720276
0.4299314022064209,-0.42163713812828063,3.7335970973968506,-2.283545398712158,-0.039897936940193175,1200.0,0.4938274121284485,-2.269081687927246,24.0,50.0,-35.76256986898897,23.077882151988035,1200,1200.0,292.7807869911194
0.4299314022064209,-0.4355601763725281,4.095828809738159,-2.2655698013305665,-0.04077723491191865,1250.0,0.4506475281715393,-2.5971124267578123,25.0,50.0,-37.97463922571546,23.760536529998532,1250,1250.0,294.88511657714844
0.4299314022064209,-0.42987484216690064,4.445279426574707,-2.2683985900878905,-0.04122581338882446,1300.0,0.453948894739151,-2.918550844192505,26.0,50.0,-38.489195403827246,27.4110033673748,1300,1300.0,296.70920157432556
0.4299314022064209,-0.4375095510482788,4.81522985458374,-2.264224691390991,-0.04084838104248046,1350.0,0.3998701012134552,-3.255834379196167,27.0,50.0,-38.32448619719659,25.138636062325872,1350,1350.0,298.69817185401917
0.4299314022064209,-0.4357554244995117,5.19734037399292,-2.270590238571167,-0.03961272311210633,1400.0,0.40092934608459474,-3.5960935497283937,28.0,50.0,-37.97301494020007,26.88094667396429,1400,1400.0,300.5582253932953
0.4299314022064209,-0.4329099297523499,5.5900516700744625,-2.27231819152832,-0.03986670362949371,1450.0,0.3776917552947998,-3.9554312229156494,29.0,50.0,-42.77900577035006,25.576811647935887,1450,1450.0,302.5131211280823
0.4299314022064209,-0.4266390872001648,5.966269340515137,-2.2698397922515867,-0.04115729582309723,1500.0,0.3446944487094879,-4.327082290649414,30.0,50.0,-39.50970756222709,27.115912576979625,1500,1500.0,304.3570568561554
0.4299314022064209,-0.4405987882614136,6.37256685256958,-2.27646746635437,-0.04115464615821838,1550.0,0.32184076189994815,-4.687786731719971,31.0,50.0,-44.0094180256357,15.403333533358948,1550,1550.0,307.6031074523926
0.4299314022064209,-0.425967710018158,6.772598934173584,-2.2910268402099607,-0.041154755592346194,1600.0,0.2991019725799561,-5.050838794708252,32.0,50.0,-34.59279307280423,29.96467368163563,1600,1600.0,309.2717390060425
0.4299314022064209,-0.42455381512641904,7.203678436279297,-2.2857337951660157,-0.03834304773807526,1650.0,0.26622072398662566,-5.455575408935547,33.0,50.0,-47.40137946337732,30.914342227478574,1650,1650.0,310.8891112804413
0.4299314022064209,-0.42386109352111817,7.6143034553527835,-2.291399383544922,-0.03209912753105164,1700.0,0.24280235350131987,-5.84606704711914,34.0,50.0,-40.57497880720932,31.349634759127582,1700,1700.0,312.4840261936188
0.4299314022064209,-0.40651113867759703,8.018251514434814,-2.30004677772522,-0.04045518445968628,1750.0,0.23658209145069123,-6.24533447265625,35.0,50.0,-42.13627079602006,22.924328962686445,1750,1750.0,314.66511511802673
0.4299314022064209,-0.41125133395195007,8.448149642944337,-2.300293607711792,-0.04125363600254058,1800.0,0.20692781925201417,-6.660700740814209,36.0,50.0,-34.127929633822426,20.541290879054554,1800,1800.0,317.09923672676086
0.4299314022064209,-0.4024609196186066,8.87946144104004,-2.3042559909820555,-0.04169827270507812,1850.0,0.1877239578962326,-7.0723488235473635,37.0,50.0,-35.01807149759848,28.404258244121035,1850,1850.0,318.8595361709595
0.4299314022064209,-0.4153455758094788,9.310774536132813,-2.295023832321167,-0.04125778222084045,1900.0,0.15839647114276886,-7.511683254241944,38.0,50.0,-44.94722803968149,29.454187591739213,1900,1900.0,320.5570876598358
0.4299314022064209,-0.42539393186569213,9.747806930541993,-2.2993076610565186,-0.041357548475265495,1950.0,0.1418502926826477,-7.930178813934326,39.0,50.0,-33.79647465207841,29.557213727703502,1950,1950.0,322.248722076416
0.4299314022064209,-0.4017341732978821,10.188458862304687,-2.2968313980102537,-0.038286693692207344,2000.0,0.11928765773773194,-8.362947082519531,40.0,50.0,-42.758227510543776,24.598297972763906,2000,2000.0,324.28138303756714
0.4299314022064209,-0.4177314341068268,10.620174827575683,-2.3023938179016112,-0.039601735711097714,2050.0,0.1116577085852623,-8.790447006225586,41.0,50.0,-31.902618055093605,15.990557333849793,2050,2050.0,327.4082283973694
0.4299314022064209,-0.4165627074241638,11.053455696105956,-2.297526035308838,-0.0389911949634552,2100.0,0.09364949762821198,-9.228929252624512,42.0,50.0,-33.65770093911788,31.434447588993734,2100,2100.0,328.99884009361267
0.4299314022064209,-0.40983969807624815,11.498230934143066,-2.284628028869629,-0.03791531395912171,2150.0,0.08623518258333206,-9.681540908813476,43.0,50.0,-44.19435206992174,31.15529947105196,2150,2150.0,330.60370349884033
0.4299314022064209,-0.42795251607894896,11.926677742004394,-2.288092460632324,-0.03960399639606475,2200.0,0.07324602231383323,-10.110286903381347,44.0,50.0,-39.222500152867134,31.704689126835717,2200,2200.0,332.18075728416443
0.4299314022064209,-0.41382552981376647,12.362843399047852,-2.2954799365997314,-0.04207586979866027,2250.0,0.0646502484381199,-10.540258979797363,45.0,50.0,-46.55611409748949,32.959717406231526,2250,2250.0,333.6977605819702
0.4299314022064209,-0.41474538326263427,12.801035614013673,-2.3086319732666016,-0.039563609600067134,2300.0,0.05923005238175392,-10.968251152038574,46.0,50.0,-44.7862413596905,36.21001043573871,2300,2300.0,335.0785942077637
0.4299314022064209,-0.4286168420314789,13.238408584594726,-2.3083345890045166,-0.041401472926139826,2350.0,0.05257058694958687,-11.411057815551757,47.0,50.0,-42.947870728527505,35.60073973552452,2350,2350.0,336.4830594062805
0.4299314022064209,-0.42695688366889956,13.672209358215332,-2.309909782409668,-0.04064424681663513,2400.0,0.04439372479915619,-11.84843578338623,48.0,50.0,-40.49235263370783,36.042036026362226,2400,2400.0,337.8703284263611
0.4299314022064209,-0.44855883717536926,14.113789253234863,-2.3144708633422852,-0.043587738990783685,2450.0,0.0382581041008234,-12.290561904907227,49.0,50.0,-36.03220187842403,31.58667798503349,2450,2450.0,339.4532742500305
0.4299314022064209,-0.40133057951927187,14.547070770263671,-2.316534423828125,-0.04164703452587128,2500.0,0.03553033731877804,-12.731819152832031,50.0,50.0,-33.93174908056939,25.37518859101924,2500,2500.0,341.423702955246
0.4299314022064209,-0.42062614679336546,14.984425048828125,-2.3153466606140136,-0.042600432991981504,2550.0,0.029920117929577827,-13.174500579833984,51.0,50.0,-35.87822178260236,8.854143643656386,2550,2550.0,347.07077646255493
0.4299314022064209,-0.4384895503520966,15.411924514770508,-2.3025226020812988,-0.04146039497852325,2600.0,0.027888317331671714,-13.618597602844238,52.0,50.0,-34.31845474952427,19.538043085855417,2600,2600.0,349.6298863887787
0.4299314022064209,-0.4224539858102798,15.838118858337403,-2.299452199935913,-0.041006251335144045,2650.0,0.024692775309085847,-14.05844612121582,53.0,50.0,-37.796044331423076,23.68698400256167,2650,2650.0,351.7407503128052
0.4299314022064209,-0.4074411368370056,16.271832046508788,-2.306146068572998,-0.040421783328056335,2700.0,0.02349756792187691,-14.494715881347656,54.0,50.0,-26.325260445976447,25.38166562339485,2700,2700.0,353.7106761932373
0.4299314022064209,-0.44577664136886597,16.667006454467774,-2.290702486038208,-0.04213959729671478,2750.0,0.02128915086388588,-14.92310962677002,55.0,50.0,-36.90165880937185,19.50661060604609,2750,2750.0,356.2739098072052
0.4299314022064209,-0.4308411359786987,17.068007583618165,-2.2780284309387206,-0.041295340895652774,2800.0,0.019131799787282945,-15.342670555114745,56.0,50.0,-37.97305672816551,18.82319657541384,2800,2800.0,358.9302067756653
0.4299314022064209,-0.42088000535964964,17.493878326416016,-2.2854434394836427,-0.04104222774505615,2850.0,0.01907824046909809,-15.773954010009765,57.0,50.0,-29.303511560140564,24.126834677124783,2850,2850.0,361.00258803367615
0.4299314022064209,-0.4012459278106689,17.881881561279297,-2.2761581230163572,-0.041263945341110234,2900.0,0.017299330867826937,-16.185393867492675,58.0,50.0,-37.60672075140796,26.045863727286658,2900,2900.0,362.9222786426544
0.4299314022064209,-0.4127767372131348,18.287627029418946,-2.2771886348724366,-0.041907094359397885,2950.0,0.016348131634294986,-16.604445037841796,59.0,50.0,-26.941943276644608,25.754267812691502,2950,2950.0,364.8637044429779
0.4299314022064209,-0.39148406028747557,18.643853073120116,-2.260110168457031,-0.04194913017749787,3000.0,0.017157025747001172,-16.99813934326172,60.0,50.0,-35.65984223518888,27.68493004748341,3000,3000.0,366.66974115371704
0.4299314022064209,-0.4235421752929687,19.022744750976564,-2.2539273357391356,-0.040914181590080256,3050.0,0.016564757004380225,-17.39306251525879,61.0,50.0,-29.740362247114177,13.946642298277306,3050,3050.0,370.2548334598541
0.4299314022064209,-0.4127564787864685,19.39875457763672,-2.2518026542663576,-0.04092154598236084,3100.0,0.017018028981983662,-17.786989593505858,62.0,50.0,-27.736433340667062,23.671912337421194,3100,3100.0,372.367041349411
0.4299314022064209,-0.3998669630289078,19.751783981323243,-2.244276762008667,-0.04195651626586914,3150.0,0.016416440792381762,-18.16606170654297,63.0,50.0,-26.974119216725626,26.096005684211445,3150,3150.0,374.283043384552
0.4299314022064209,-0.40847367405891416,20.10083251953125,-2.2344788455963136,-0.041878813266754154,3200.0,0.017411163449287413,-18.54050216674805,64.0,50.0,-24.411543921978122,25.818378349097777,3200,3200.0,376.21964836120605
0.4299314022064209,-0.40344509840011594,20.45586166381836,-2.2293355560302732,-0.04168675136566162,3250.0,0.017356920801103116,-18.911243667602537,65.0,50.0,-30.701363922862864,21.942541075981293,3250,3250.0,378.49832701683044
0.4299314022064209,-0.37863791108131406,20.75171630859375,-2.213498954772949,-0.042295164942741395,3300.0,0.01793604649603367,-19.246418533325194,66.0,50.0,-27.705735742277774,22.599757983510592,3300,3300.0,380.7107400894165
0.4299314022064209,-0.40045130014419555,21.074817657470703,-2.2079826259613036,-0.041881346702575685,3350.0,0.01943998582661152,-19.597409896850586,67.0,50.0,-30.765029496795368,20.069379323108997,3350,3350.0,383.20209765434265
0.4299314022064209,-0.3565257287025452,21.416009674072267,-2.2068602657318115,-0.041326886057853694,3400.0,0.02040051229298115,-19.95416748046875,68.0,50.0,-31.60379673664923,20.882608119409987,3400,3400.0,385.5964345932007
0.4299314022064209,-0.3576486539840698,21.731118240356444,-2.2029520320892333,-0.03883176553249359,3450.0,0.02152660060673952,-20.292493438720705,69.0,50.0,-20.344370713588198,21.306422877355423,3450,3450.0,387.9431447982788
0.4299314022064209,-0.3573346430063248,22.011865234375,-2.1903529930114747,-0.040436161279678334,3500.0,0.024164037480950355,-20.59928024291992,70.0,50.0,-17.747547413080483,16.093586207637493,3500,3500.0,391.0499725341797
0.4299314022064209,-0.3589143133163452,22.23232246398926,-2.1670122718811036,-0.04005694842338561,3550.0,0.025640862211585045,-20.868822174072264,71.0,50.0,-32.20659732804066,11.152419875777323,3550,3550.0,395.5333044528961
0.4299314022064209,-0.34343552112579345,22.53575782775879,-2.1662939167022706,-0.03773846590518952,3600.0,0.02757755160331726,-21.19168876647949,72.0,50.0,-19.567054816156915,14.201214525523191,3600,3600.0,399.05413007736206
0.4299314022064209,-0.3251471221446991,22.74045295715332,-2.1478718090057374,-0.04014535129070282,3650.0,0.031945733949542046,-21.446474838256837,73.0,50.0,-25.159513445821215,16.45473220903167,3650,3650.0,402.09276962280273
0.4299314022064209,-0.3137273454666138,22.956518173217773,-2.13004355430603,-0.03731657427549362,3700.0,0.03292365692555904,-21.68729606628418,74.0,50.0,-22.47589284199369,16.61363417068325,3700,3700.0,405.1023459434509
0.4299314022064209,-0.30417067527770997,23.280366363525392,-2.1420649528503417,-0.04146995329856872,3750.0,0.03443943172693253,-22.032999649047852,75.0,50.0,-24.55848324769739,16.186733043156167,3750,3750.0,408.1912953853607
0.4299314022064209,-0.28989334166049957,23.427922973632814,-2.1185977172851564,-0.0419185903072357,3800.0,0.034961959272623064,-22.223634719848633,76.0,50.0,-26.823249811713477,10.347473773620887,3800,3800.0,413.02339267730713
0.4299314022064209,-0.29566192626953125,23.66165817260742,-2.1172519588470458,-0.04417215669155122,3850.0,0.03858317703008652,-22.492888565063478,77.0,50.0,-21.511449481252516,14.425377469358612,3850,3850.0,416.489506483078
0.4299314022064209,-0.2670984971523285,23.842147064208984,-2.1045936965942382,-0.04096692299842834,3900.0,0.040902366042137143,-22.705097961425782,78.0,50.0,-23.378107257228542,16.4287400798205,3900,3900.0,419.5329535007477
0.4299314022064209,-0.2509493094682693,24.043065490722658,-2.102165393829346,-0.039883602857589726,3950.0,0.041354336887598035,-22.937262802124025,79.0,50.0,-25.459724633450907,13.66351425264463,3950,3950.0,423.19233417510986
0.4299314022064209,-0.2460227859020233,24.173888626098634,-2.086122512817383,-0.03837013280391694,4000.0,0.04439965441823006,-23.105471725463868,80.0,50.0,-15.447215712449626,22.09961938087825,4000,4000.0,425.4548165798187
0.4299314022064209,-0.20298151016235352,24.29188507080078,-2.0712947940826414,-0.041124524593353265,4050.0,0.05016338124871254,-23.27152488708496,81.0,50.0,-20.680005519120755,12.921278151418887,4050,4050.0,429.32440280914307
0.4299314022064209,-0.19150036245584487,24.418867721557618,-2.0605006885528563,-0.04081506562232971,4100.0,0.0546144300699234,-23.439019317626954,82.0,50.0,-16.91424239657013,24.575528649040365,4100,4100.0,431.3589470386505
0.4299314022064209,-0.1668892014026642,24.56589614868164,-2.0542374992370607,-0.04051231241226196,4150.0,0.06360264137387275,-23.619474563598633,83.0,50.0,-13.821394749090569,25.446426838028305,4150,4150.0,433.3238594532013
0.4299314022064209,-0.12835587561130524,24.664220809936523,-2.0433430433273316,-0.03957111859321594,4200.0,0.06693026721477509,-23.760407943725586,84.0,50.0,-0.06889377765504712,27.13245019318017,4200,4200.0,435.16667127609253
0.4299314022064209,-0.13522727727890016,24.742176208496094,-2.029336996078491,-0.04175771939754485,4250.0,0.07421937614679336,-23.883652420043944,85.0,50.0,-7.456134816985825,25.412560650368988,4250,4250.0,437.1342022418976
0.4299314022064209,-0.10154367700219154,24.667372741699218,-1.9832278156280518,-0.0423216528892517,4300.0,0.1047745618224144,-23.867132720947264,86.0,50.0,-10.32313393394119,24.474530127748487,4300,4300.0,439.1771423816681
0.4299314022064209,-0.07549486551433801,24.705988998413087,-1.9742700815200807,-0.041120614647865296,4350.0,0.10882176220417022,-23.98859146118164,87.0,50.0,3.0536806907441907,22.41380821369659,4350,4350.0,441.4079101085663
0.4299314022064209,-0.05814704585820436,24.750140991210937,-1.9582901477813721,-0.04072249567508697,4400.0,0.11478370428085327,-24.04623680114746,88.0,50.0,-19.89056457811291,23.174453414823702,4400,4400.0,443.5654582977295
0.4299314022064209,-0.05706123948097229,24.853160247802734,-1.9503292512893677,-0.042810458779335016,4450.0,0.11876997917890549,-24.148091049194335,89.0,50.0,-25.312052076085077,15.1834032308114,4450,4450.0,446.8585276603699
0.4299314022064209,-0.07323351360857487,24.84942771911621,-1.936380343437195,-0.040277495622634885,4500.0,0.12288951724767685,-24.172022857666015,90.0,50.0,4.1369201750213715,23.796443387405706,4500,4500.0,448.95968198776245
0.4299314022064209,-0.0579037681221962,24.8599617767334,-1.9219538354873658,-0.03878760623931885,4550.0,0.12929924219846725,-24.224459533691405,91.0,50.0,-3.6771204757454576,11.016677946955257,4550,4550.0,453.49825525283813
0.4299314022064209,-0.027674564979970454,24.763684616088867,-1.8989988565444946,-0.0418204346895218,4600.0,0.15261785745620726,-24.201283645629882,92.0,50.0,-20.15553755815666,20.614361752583267,4600,4600.0,455.92374873161316
0.4299314022064209,-0.026753116175532343,24.64701431274414,-1.8739383172988893,-0.04348178327083586,4650.0,0.1520233878493309,-24.137620239257814,93.0,50.0,-14.428352537971183,29.234764069412826,4650,4650.0,457.6340413093567
0.4299314022064209,-0.004982527643442154,24.76818115234375,-1.8885529804229737,-0.04174992430210114,4700.0,0.1514412373304367,-24.27434097290039,94.0,50.0,-0.27650979088412697,30.595535330540592,4700,4700.0,459.26826667785645
0.4299314022064209,0.01711644286289811,24.605754852294922,-1.8591571426391602,-0.041225381731987,4750.0,0.16482747942209244,-24.163339614868164,95.0,50.0,4.397049059389998,30.427228553151586,4750,4750.0,460.91153168678284
0.4299314022064209,0.011443129908293485,24.62716293334961,-1.870008668899536,-0.039893316149711616,4800.0,0.16534738540649413,-24.216803359985352,96.0,50.0,10.576709795693432,35.607515782392554,4800,4800.0,462.3157296180725
0.4299314022064209,0.04497777946293354,24.29297264099121,-1.8184713983535767,-0.03922155207395553,4850.0,0.1930923143029213,-23.940271301269533,97.0,50.0,-12.515447082155724,36.41495172546957,4850,4850.0,463.68879199028015
